"1","2","3","4"
10.7,1.4,0.842,6.32
89.2,2.87,3.94,19.8
36.7,0.581,1.45,10.8
36.1,0.451,3.47,8
25,0.503,2.1,6.64
16.9,0.296,1.17,5.41
12.3,0.23,0.855,4.43
10.2,0.198,0.718,3.85
9.02,0.182,0.638,3.52
8.22,0.164,0.581,3.15
7.51,0.153,0.532,2.88
7.24,0.15,0.551,2.84
7.27,0.284,0.541,2.58
8.93,0.803,0.649,2.91
10.5,0.363,0.649,3.4
23.2,0.468,0.735,6.64
32.5,0.678,2.11,4.95
16.5,0.334,1.13,3.81
11.3,0.311,0.736,3.12
9.22,0.231,0.585,2.64
8.02,0.194,0.537,2.47
7.36,0.168,0.494,2.25
6.52,0.15,0.44,2.06
6.13,0.151,0.441,1.97
5.84,0.131,0.403,1.89
5.4,0.122,0.371,1.78
5.03,0.115,0.355,1.67
4.71,0.107,0.334,1.59
4.68,0.117,0.371,1.61
5.95,0.111,0.356,1.69
7.11,0.103,0.337,1.57
5.23,0.114,0.338,1.54
4.82,0.1,0.315,1.64
5.16,0.136,0.473,1.75
9.96,0.496,1.61,3.6
13.3,0.257,1.24,3.15
8.44,0.18,0.704,2.2
6.35,0.138,0.491,1.76
5.2,0.117,0.397,1.57
4.55,0.106,0.348,1.48
4.11,0.097,0.32,1.37
3.91,0.091,0.3,1.3
6.51,0.083,0.284,1.29
4.17,0.081,0.29,1.29
3.44,0.079,0.304,1.26
3.07,0.072,0.273,1.18
2.85,0.07,0.262,1.13
2.92,0.078,0.265,1.17
2.94,0.072,0.255,1.13
2.83,0.069,0.252,1.15
2.75,0.07,0.249,1.09
2.58,0.073,0.239,1.02
2.65,0.068,0.23,0.992
2.59,0.062,0.222,0.976
2.53,0.056,0.222,0.943
2.48,0.053,0.217,0.883
2.44,0.049,0.214,0.852
2.65,0.081,0.249,1.26
4.89,0.093,0.329,2
4.62,0.083,0.27,1.45
3.34,0.065,0.237,1.19
2.8,0.06,0.224,1.04
2.61,0.173,0.223,1.02
2.71,0.114,0.241,1.04
2.87,0.087,0.288,1.22
5.28,0.117,0.386,1.14
4.28,0.076,0.305,1.01
3.02,0.065,0.244,0.947
2.62,0.059,0.222,0.899
2.43,0.057,0.216,0.85
2.5,0.057,0.229,0.835
2.69,0.058,0.224,0.997
5.01,0.1,0.313,1.06
8.22,0.11,0.769,1.45
7.84,0.076,0.534,1.36
4.64,0.067,0.339,1.09
3.48,0.065,0.291,0.991
3.05,0.059,0.263,0.918
2.77,0.056,0.237,0.853
2.6,0.055,0.224,0.803
2.41,0.052,0.211,0.766
2.32,0.054,0.205,0.856
2.54,0.1,0.276,0.962
3.15,0.073,0.302,1.7
79.7,0.609,1.4,24
24.7,0.232,2.38,5.97
18.8,0.41,1.36,4.33
16.3,0.396,1.6,4.24
10.3,0.198,0.699,4.56
21.1,0.148,0.688,5.41
11.7,0.116,0.535,3.39
8.52,0.112,0.456,3.07
8.51,0.102,0.542,2.7
6.67,0.088,0.403,2.18
5.37,0.079,0.336,1.96
4.61,0.074,0.302,1.79
4.1,0.073,0.284,1.67
3.7,0.075,0.27,1.56
3.41,0.077,0.258,1.68
7.04,0.091,0.294,3.27
71.5,0.729,2.04,10.4
21.9,0.206,0.801,4.34
12.3,0.13,0.479,3.16
8.64,0.101,0.362,2.59
6.95,0.092,0.315,2.6
17.2,0.099,0.38,4.77
25.5,0.203,1.12,4.99
21,0.174,1,3.77
11.8,0.127,0.527,2.99
9.14,0.123,0.414,2.69
7.92,0.113,0.362,5
15.9,0.133,0.367,5.46
9.49,0.107,0.34,3.78
7.9,0.096,0.302,3.5
10.1,0.175,0.406,5.66
10.7,0.135,0.472,3.94
10.1,0.183,0.419,4.53
19.3,0.293,0.754,11.1
31,1.1,1.73,8.88
80.9,1.99,5.42,29
46.9,1.75,4.27,17.7
104,2.66,8.34,22.8
75.1,1.24,6.59,18.7
31.6,0.656,2.06,11.3
20.3,0.429,1.27,8.68
15.6,0.337,0.954,7.01
12.4,0.273,0.765,5.8
10.5,0.239,0.662,5.07
9.5,0.217,0.595,4.63
9.57,0.27,0.624,4.91
10.2,0.245,0.733,4.28
8.6,0.203,0.589,4.28
24.1,0.771,1.39,26.5
95.9,2.64,10.5,25.9
39.6,0.778,3.44,12.7
21.5,0.423,1.69,9.09
16.2,0.321,1.21,7.34
13.3,0.261,0.964,6.12
11,0.224,0.816,5.27
9.69,0.22,0.711,4.96
11.4,0.442,1.03,6.96
14.4,0.566,1,7.5
33.9,0.953,2.98,13.3
28.9,0.8,3.56,9.67
25.9,1.49,5.02,8.73
261,4.19,40,76.3
164,1.78,21.8,32.2
120,1.48,11.1,35.7
66.2,1.09,5.78,21.7
37.8,0.793,3.49,15.1
28.6,0.622,2.53,11.8
70.9,1.6,4.42,14.6
39.5,0.753,2.71,14.5
57.9,1.52,4.55,19.5
137,1.68,21,38.4
221,5.65,37.8,42.2
270,7.4,26.3,50.8
89.8,1.94,10.2,34.5
137,2.09,13.6,55.5
93.9,2.21,8.12,37.2
183,3.68,26.7,41.7
74.7,1.47,8.18,28
106,2.28,8.66,33
108,2.39,11.1,27.7
77.2,2.5,8.48,20
43.6,1.25,4.46,13.9
34.5,2.1,3.77,11.3
35.5,1.48,4.03,9.47
24.8,0.908,2.57,7.62
19.8,0.727,2,6.45
16.8,0.635,1.66,5.65
14.7,0.538,1.45,5.01
13.3,0.47,1.32,4.55
12.4,0.432,1.25,4.13
11.4,0.404,1.14,3.78
10.7,0.382,1.09,3.53
11.3,0.494,1.25,3.43
10.3,0.39,1.09,3.15
9.66,0.378,1.04,3.07
9.64,0.343,0.998,2.83
9.01,0.308,0.881,2.57
8.08,0.283,0.787,2.35
7.89,0.34,0.821,2.45
13.4,0.409,2.49,3.74
36,0.489,6.27,4.49
36.7,0.749,5.19,4.19
55.3,2.22,7.99,8.33
37.1,2.53,5.27,5.99
22.3,1,3.22,4.69
17.4,0.718,2.35,4.17
15.2,0.569,2.01,3.86
13.2,0.591,1.74,3.85
25.4,0.903,3.79,7.36
28.5,0.627,3.1,6.11
18.4,0.465,2.11,5.02
14.9,0.416,1.74,4.62
13.6,0.388,1.55,4.31
12.4,0.379,1.44,4.19
13.9,0.406,1.84,4.28
11.5,0.322,1.32,3.63
10.7,0.689,1.23,5.38
16.7,0.603,1.49,5.6
13,0.469,1.31,4.81
19.9,0.605,1.83,5.77
19,0.598,1.85,5.26
28.7,0.478,2.97,5.44
20.1,0.443,2.06,4.72
14.9,0.381,1.52,4.3
13.1,0.346,1.33,4.04
11.8,0.308,1.16,3.76
10.5,0.271,0.986,3.47
9.2,0.264,0.904,3.24
32.7,1.91,5.58,8.17
110,2.19,12.5,23.2
50.4,0.986,4.93,12
26.1,0.667,2.77,8.57
32.5,1.46,3.92,8.82
22.1,0.706,2.45,7.05
17.8,0.528,2,6.13
15,0.438,1.64,5.43
13.4,0.399,1.44,4.94
12.2,0.361,1.28,4.5
11.3,0.341,1.19,5.32
175,2.47,8.93,84.6
167,1.36,8.46,39.1
44.3,0.723,3.04,18
28.3,0.548,2.18,13
40.2,0.531,2.31,12.7
28,0.466,2.53,12.1
70.9,0.782,4.43,20.6
49.7,0.924,3.35,14.9
45,3.33,6.65,12.9
107,2.45,12.4,15.9
95.6,1.9,11.6,17.1
44.4,0.992,4.96,11.2
29.6,0.756,3.23,9.07
23.2,0.626,2.46,7.62
19.4,0.522,2.01,6.58
16.9,0.453,1.71,5.76
15,0.404,1.47,5.08
13.4,0.38,1.33,4.63
12.5,0.351,1.25,4.27
11.3,0.316,1.09,3.84
10.1,0.295,0.988,3.5
9.57,0.289,0.932,3.29
9.08,0.279,0.889,3.09
8.68,0.267,0.844,2.92
8.53,0.255,0.823,2.8
8.31,0.243,0.786,2.65
7.98,0.234,0.753,2.49
7.65,0.221,0.736,2.35
12.5,0.244,1.39,3.65
24,0.241,1.89,3.66
11.7,0.206,1.07,2.69
8.95,0.189,0.84,2.33
8.08,0.21,0.777,2.48
33.9,5.24,6.8,5.38
26.3,1.33,4.05,4.44
103,4.27,16,25.8
96.1,1.55,9.19,19.3
84.6,1.03,6.83,17.5
80.1,0.982,6.83,14.3
34.7,0.629,3.43,9.8
24,0.483,2.34,7.77
19.4,0.408,1.89,6.51
17.8,0.364,1.77,5.9
17,0.324,1.58,5.28
16.3,0.39,1.58,5.25
32.5,0.47,2.21,5.71
19,0.349,1.53,4.53
15.3,0.305,1.29,4.09
14,0.332,1.42,3.9
14.6,0.312,1.58,3.64
11.7,0.258,1.18,3.22
10.3,0.232,1.01,2.97
9.4,0.222,0.91,2.81
9.01,0.278,0.912,2.7
8.7,0.297,0.861,2.57
8.28,0.326,0.838,2.42
12.1,2.31,1.89,3.54
53.2,3.59,9.82,7.75
37.9,2.35,5.87,6.91
39,1.56,6.21,6.13
21.8,0.845,3.13,4.87
16.2,0.721,2.24,4.66
18.8,2.15,2.61,5.25
101,6.88,19.6,10.4
74,1.64,11.1,13.3
36.5,0.904,4.93,10.4
25.8,0.699,3.27,9.32
21.1,0.549,2.82,9.66
22.2,0.464,2.49,10.3
21.7,0.413,2.05,9.24
17.4,0.363,1.6,7.24
13.4,0.328,1.32,6.09
12,0.301,1.18,5.45
12.4,0.693,1.33,7.83
88.5,2.73,9.31,22.8
110,2.21,10.6,28.4
308,6.73,41,57.6
284,4.04,25,39.2
74.7,2.61,11,21
176,4.32,28.4,36.6
197,4.27,23.8,34.4
156,3.4,22.5,25.1
157,4.59,23.5,35.4
71,1.36,8.13,18.7
41.3,0.942,4.73,12.8
29.7,0.751,3.3,10
50.3,0.814,7.63,10.2
45,2.13,8.62,8.8
54.7,1.17,8.62,9.24
33.6,0.799,4.55,7.08
23.5,0.62,3.01,6.04
94.2,3.52,8.97,17
42,0.95,4.05,10.3
36.4,0.677,3.46,8.57
26.9,0.517,2.57,6.97
20.3,0.452,1.98,6.03
17,0.403,1.7,5.33
14.9,0.369,1.43,4.89
17.4,0.759,3.29,4.61
30,0.927,5.25,4.56
18.9,0.672,2.42,3.99
15,0.487,1.78,3.6
12.7,0.404,1.5,3.35
12.2,0.389,1.35,3.13
10.7,0.324,1.16,3.05
14.2,0.319,1.06,5.49
12.1,0.274,0.953,3.52
9.83,0.245,0.859,3.02
8.78,0.224,0.784,2.74
8.14,0.209,0.738,2.51
7.74,0.224,0.726,2.43
8.33,0.279,0.836,2.69
8.02,0.219,0.765,2.47
7.59,0.2,0.671,2.69
6.98,0.189,0.632,2.25
6.44,0.182,0.558,2.08
6.01,0.16,0.518,1.97
6.35,0.193,0.589,2.03
6.42,0.16,0.529,1.91
5.65,0.149,0.477,1.76
5.21,0.135,0.443,1.66
4.91,0.13,0.426,1.59
4.97,0.13,0.442,1.62
5.61,0.169,0.693,1.89
6.05,0.148,0.61,3.45
18.9,0.208,2.76,8.27
17.7,0.169,1.58,4.78
25.6,0.346,5.05,10
30.2,0.772,2.96,11.7
38.8,4.94,5.78,11.9
78.1,3.95,16.9,11.3
107,8.18,23,17.6
95.5,2.74,13.4,18.2
48.6,1.45,10.6,11.7
92.8,1.72,18,11.5
33.3,0.761,5.13,8.05
29.1,1.23,5.62,7.63
25.5,0.734,3.72,6.7
20.9,0.513,2.54,5.53
15.4,0.709,1.88,4.62
12.7,0.429,1.5,4.01
10.7,0.329,1.25,3.54
9.68,0.288,1.09,3.31
8.54,0.255,0.947,2.99
7.71,0.228,0.848,2.74
7.18,0.215,0.788,2.53
6.74,0.192,0.716,2.36
6.33,0.175,0.657,2.23
5.91,0.162,0.605,2.01
5.56,0.152,0.567,1.88
5.2,0.141,0.525,1.75
4.79,0.125,0.481,1.61
4.54,0.127,0.472,1.67
5.13,0.158,0.623,2.25
5.34,0.131,0.494,1.75
4.51,0.123,0.464,1.59
4.12,0.114,0.436,1.49
3.84,0.11,0.413,1.44
3.62,0.103,0.395,1.38
3.73,0.116,0.42,1.74
5.97,0.15,0.439,2.27
9.98,0.295,0.486,6.14
20.3,0.209,0.656,5.62
24.9,0.177,0.656,8.06
13.5,0.177,0.579,4.19
8.77,0.169,0.488,3.3
8.36,0.183,0.581,3.48
7.68,0.142,0.484,2.85
6.38,0.128,0.416,2.44
5.64,0.12,0.391,2.2
5.14,0.107,0.364,2
4.55,0.097,0.331,1.81
4.17,0.089,0.311,1.7
3.65,0.081,0.295,1.58
3.45,0.075,0.284,1.49
3.2,0.064,0.271,1.35
3.09,0.062,0.254,10.5
5.07,0.068,0.247,5.43
3.65,0.066,0.248,3.11
3.4,0.067,0.258,4.5
22,0.095,0.35,11.4
12.6,0.076,0.314,5.2
7.21,0.066,0.267,3.79
5.46,0.065,0.258,3.06
4.62,0.07,0.246,2.54
3.84,0.056,0.227,2.15
3.33,0.053,0.215,1.93
3.24,0.053,0.207,1.73
3.12,0.053,0.203,1.56
2.77,0.045,0.197,1.46
2.54,0.038,0.187,1.35
2.55,0.045,0.227,1.35
2.62,0.049,0.229,1.28
2.49,0.045,0.205,1.2
2.37,0.045,0.199,1.13
2.29,0.044,0.189,1.1
2.22,0.041,0.181,1.01
2.16,0.041,0.179,0.954
2.12,0.044,0.181,0.925
2.1,0.043,0.177,0.901
2.12,0.041,0.174,0.95
2.15,0.044,0.173,0.989
2.99,0.171,0.241,3.94
14.9,0.223,1.14,4.73
13.6,0.108,0.707,3.76
10.8,0.081,0.582,2.87
5.97,0.064,0.36,2.01
4.43,0.066,0.299,1.78
3.87,0.067,0.298,1.67
3.96,0.064,0.276,1.51
3.43,0.057,0.243,1.36
3.06,0.06,0.229,1.22
2.87,0.05,0.216,1.15
2.74,0.048,0.21,1.09
2.64,0.044,0.203,1.02
2.6,0.043,0.2,0.994
2.56,0.045,0.199,0.962
2.46,0.048,0.205,0.948
2.38,0.05,0.206,0.898
2.55,0.049,0.238,0.892
7.04,0.568,0.76,1.46
19.4,0.426,1.8,4.48
17.7,0.213,1.11,3.83
36.8,0.217,1.67,4.07
14.6,0.127,1.06,2.63
9.03,0.114,0.62,3.33
7.97,0.09,0.506,2.54
5.9,0.078,0.403,1.98
4.91,0.08,0.361,1.84
20.5,0.253,1.35,4.01
35.8,0.53,2.09,4.12
19.5,0.559,1.99,4.55
13,0.415,1.16,4.03
71,2.94,5.19,23.3
122,1.38,4.51,30.7
193,7.4,15.4,50.3
102,2.69,5.48,29.1
41.3,1.04,2.22,14.6
42.2,1.38,2.81,14.2
133,1.46,7.44,19.9
41.9,0.656,2.38,10
24.2,0.422,1.39,7.46
17.7,0.323,1.02,6.07
14,0.262,0.821,5.09
11.6,0.227,0.7,4.39
10.2,0.204,0.621,3.91
9.19,0.192,0.576,3.65
90.6,1.44,9.39,8.97
41.2,0.579,3.23,5.75
20.7,0.347,1.64,4.41
15.5,0.268,1.18,3.92
13.2,0.315,1.03,3.8
19,0.359,2.07,4.14
13.8,0.252,1.21,3.6
11,0.193,0.861,3.48
9.08,0.165,0.683,2.88
8.15,0.15,0.618,2.68
7.67,0.183,0.567,2.58
7.41,0.155,0.526,2.33
7.3,0.139,0.483,2.17
6.65,0.137,0.475,2.93
14.1,0.138,0.714,4.7
10.3,0.145,0.621,3.26
9.08,0.152,0.648,2.94
14.2,0.251,1.81,4.32
47.5,0.834,4.63,6.96
38.1,0.573,3.78,6.39
19.3,1.81,1.65,4.53
117,3.34,12.9,17.9
91.8,1.31,6.95,19.8
54.3,0.787,4.59,11.8
29.1,0.497,2.45,9.66
30,0.414,1.89,11.5
21.2,0.354,1.51,7.79
58.7,1.07,9.24,20.2
36,0.538,3.96,12.3
22.3,0.403,2.27,9.09
17.5,0.325,1.7,7.34
14.6,0.274,1.36,6.16
12.6,0.245,1.16,5.45
12.7,0.342,1.31,6.63
19.2,0.365,1.62,6.15
30.3,0.719,4.81,9.07
22,0.423,2.44,6.59
20,0.637,2.02,9.21
62.7,1.86,5.88,18.2
48.5,1.51,7.76,9.88
26.6,0.697,3.31,8.32
113,3.92,20.1,28.2
109,1.15,12.7,25.5
79.1,0.731,9.22,19.9
139,0.661,13,38.5
60.6,0.458,5.99,18.6
70.8,0.807,7.21,20.3
70.7,1.2,5.71,16.6
36.3,0.809,3.14,11.5
26.5,0.677,2.32,9.24
21.5,0.582,1.9,7.64
18.4,0.486,1.65,6.57
16.2,0.459,1.45,5.67
14,0.436,1.28,5.13
12.8,0.42,1.2,5.1
30.1,1.52,2.51,8.23
20.5,0.814,1.8,5.52
46.5,1.69,3.7,19.3
81,3.35,6.47,18.5
54.3,1.81,4.7,17.8
84,1.24,4.7,18.8
43.3,1.1,3.33,13.4
76.2,1.45,7.02,21.8
77.2,0.907,4.77,18.3
73.2,0.787,5.83,21.4
127,1.1,13.4,23.4
130,3.17,20.5,41.8
114,2.23,13.2,31.3
67.6,1.83,7.65,20.6
47.5,2.66,6.89,16.8
111,2.31,16.7,25.1
113,2.42,24.5,26.6
104,1.82,15.1,21.7
69.4,1.6,9.78,21.1
71.8,1.24,10.2,23.3
90.7,1.34,8.52,24
62.1,1.36,6.52,22.9
43,0.972,4.55,18.1
51.4,0.838,3.93,20.8
44.7,0.978,4.13,17.7
156,1.99,20.3,38.1
199,3.83,38.9,44.8
389,5.46,49.8,64.5
152,2.08,18.6,43.8
278,1.66,34.4,66.3
153,1.46,14.5,35.1
66.8,1.11,6.71,20.1
218,2.43,40.2,71
298,2.41,31.4,51
109,1.42,10.3,29.3
146,1.26,18.2,62.1
474,3.2,71.4,78.9
200,3.69,26.1,42.8
96.8,1.52,11,26.4
64.5,1.38,6.68,18.8
45,0.882,4.63,13.8
34.6,0.672,3.58,10.6
29.1,0.531,2.94,8.8
24.9,0.469,2.48,7.47
21.8,0.472,2.17,6.5
19.5,0.451,1.92,5.74
17.3,0.409,1.7,5.09
15.7,0.384,1.55,4.61
14.5,0.362,1.42,4.23
14.6,0.431,1.68,4.33
17.6,0.45,2.18,4.37
75.1,0.839,20.1,16.6
180,1.29,21.3,22.7
86.1,0.701,11,19.4
61.8,0.587,7.47,14.9
73.3,0.439,6.47,18
92,0.47,7.34,31.7
82.2,0.42,7.28,21.3
58.1,0.396,5.17,17.1
55,0.538,6.06,20.9
198,1.53,24.4,46.3
205,2.61,25.6,54.7
239,2.14,16.1,56.5
229,2.26,23.8,60
252,1.98,22.7,53.9
138,1.19,10,39.7
150,2.04,13.9,39.2
82.4,1.11,7.12,23
52,0.903,5.16,17
50.6,0.992,6.91,16
113,3.82,19.6,27.5
235,4.05,31.6,45.6
137,3.08,20.1,29
127,3.82,18.3,22.3
85.7,2.46,12.4,17.7
49.6,1.52,5.99,12.7
35.2,1.06,4.03,10.2
29.2,0.986,3.28,8.63
24.7,0.857,2.69,7.28
22.8,0.868,2.59,6.52
21.2,0.782,2.2,5.8
21,0.696,2.89,5.38
19.3,0.627,2.45,4.75
16.5,0.508,1.97,4.31
15.9,0.482,1.82,4.08
15.8,0.4,1.74,3.8
14,0.375,1.58,3.54
12.2,0.35,1.39,3.26
11.2,0.337,1.28,3.04
10.5,0.32,1.19,2.85
9.34,0.294,1.05,2.62
8.58,0.277,0.966,2.42
8.24,0.26,0.916,2.3
7.93,0.27,0.92,2.2
9.47,0.426,1.87,2.6
44.2,0.835,7.68,5.74
67.4,1.08,10.3,12.8
34,0.666,5.58,7.96
32.7,0.594,4.75,7.07
20.8,0.456,2.83,5.89
23.3,0.488,4.04,6.16
26,0.46,3.91,5.27
18.1,0.425,2.56,4.63
16.3,0.42,2.94,5.57
29.1,0.583,4.12,7.7
34.2,0.564,4.49,8.43
125,1.23,11.2,30.8
57.5,0.578,6.51,18.4
54.5,0.566,6.61,14.9
35.4,0.486,4.31,10.8
25.8,0.42,2.93,8.59
83.6,1.25,8.71,20.7
90.6,0.657,7.78,20.9
76.5,0.499,7.01,20.5
38.6,0.536,3.97,13.5
35.1,0.719,3.88,12.5
87.4,0.793,17.6,23.1
92.6,0.672,15.3,33.4
112,0.615,11.3,31.1
48.5,0.478,5.2,16.2
35.8,0.466,4.21,13.8
38.9,0.449,3.69,11.4
26.9,0.442,2.79,9.14
23.9,0.397,2.37,7.86
20.1,0.371,1.95,7.74
17.3,0.346,1.66,6.61
15.7,0.322,1.47,5.9
15.8,0.336,1.52,5.76
19.6,0.317,1.53,7.43
77.4,0.409,5.42,21.5
73.2,0.406,6.33,16.6
36.1,0.419,3.99,10.7
25.2,0.34,2.43,8.19
19.5,0.318,1.9,7.35
23,0.365,2.35,7.44
19.2,0.311,1.78,5.92
15.3,0.283,1.46,5.16
13.3,0.251,1.25,4.59
11.8,0.229,1.12,4.16
10.7,0.213,1.02,3.83
10.1,0.208,1,3.68
23.1,0.328,1.97,5.53
19.3,0.291,1.56,4.12
13.4,0.233,1.13,3.48
11.1,0.199,0.939,3.13
9.89,0.181,0.845,2.87
9.13,0.171,0.78,2.69
8.58,0.163,0.703,2.54
8.24,0.16,0.677,2.41
7.86,0.151,0.638,2.27
7.37,0.14,0.598,2.14
6.98,0.135,0.571,2.05
6.56,0.139,0.562,1.98
6.34,0.137,0.545,1.94
6.06,0.127,0.514,1.88
5.77,0.122,0.495,1.8
5.46,0.118,0.477,1.71
5.22,0.114,0.46,1.68
4.94,0.109,0.443,1.61
4.74,0.107,0.433,1.55
4.34,0.103,0.417,1.5
4.15,0.102,0.409,1.46
4.07,0.1,0.407,1.44
4.11,0.099,0.421,1.39
4.05,0.098,0.402,1.32
4.26,0.107,0.449,5.94
82.4,0.297,0.572,48.6
107,0.476,2.16,33.8
72.2,0.5,3.8,19.7
24.9,0.242,1.18,10.8
15.9,0.172,0.792,7.76
12.1,0.137,0.626,6.08
9.98,0.124,0.545,5.06
8.41,0.111,0.483,4.26
7.37,0.103,0.439,3.77
6.63,0.098,0.415,3.35
6.11,0.096,0.396,2.99
5.81,0.092,0.382,2.71
5.5,0.093,0.372,2.52
5.66,0.107,0.409,2.51
5.87,0.103,0.441,2.6
15.5,0.246,2.02,3.96
10.2,0.154,0.963,3.21
22.8,0.141,1.71,5.94
53.5,0.353,7.18,6.22
49.7,0.458,4.19,7.68
58.2,0.964,7.45,8.3
46.9,0.702,4.38,6.67
22.1,0.365,2.15,5.5
27.9,0.809,5.52,6
39.4,0.942,5.79,6.12
51.4,0.693,5.94,6.5
47.5,0.421,3.82,7.98
25.4,0.298,2.09,5.6
16.8,0.226,1.45,4.57
13.2,0.197,1.14,3.95
11.4,0.181,1,3.65
12.6,0.215,1.1,3.55
17.6,0.229,1.32,3.23
10.7,0.165,0.872,2.8
8.81,0.15,0.765,2.53
7.9,0.139,0.699,2.35
7.55,0.127,0.654,2.22
7.01,0.138,0.627,2.14
6.57,0.127,0.597,2.03
5.99,0.116,0.529,1.85
5.59,0.106,0.48,1.71
5.17,0.102,0.458,1.72
4.81,0.097,0.441,1.59
4.42,0.09,0.409,1.48
4.12,0.086,0.394,1.41
3.92,0.087,0.386,1.35
3.95,0.085,0.37,1.29
3.73,0.082,0.353,1.25
3.54,0.078,0.344,1.2
3.67,0.131,0.355,1.83
6.63,0.186,0.446,1.87
7.93,0.468,0.76,2.83
38.6,0.917,4.91,4.65
85.6,1.65,15.8,11.2
55.8,0.726,5.11,10.2
25.4,0.491,2.58,5.39
16.9,0.941,1.67,4.12
13.9,0.606,1.42,4.4
58.8,0.428,4.11,13
21.8,0.426,1.9,6.09
19,0.347,1.8,6.5
16.5,0.29,1.4,5.27
17.3,0.318,3.12,5.86
28.6,0.74,4.28,9.81
18.6,0.379,2.29,5.32
15.9,0.363,2.86,4.66
57.8,1.68,4.93,19.8
56.2,0.917,4.31,12.7
83.9,1.93,11.8,21.8
166,2.48,17.7,37.4
145,4.51,25.5,32.2
186,2.66,31.4,32.7
96,1.64,14.7,19.4
82.8,3.34,15.6,18.8
102,3.2,14.1,16.6
46.8,1.26,5.91,12
30.4,0.911,3.56,9.02
22.8,0.699,2.47,7.54
18,0.493,1.91,6.24
15.2,0.441,1.58,5.31
14.6,0.566,1.46,4.77
67,2.2,9.72,15.4
68.9,0.97,6.1,12.2
29.5,0.617,2.95,8.08
29.5,0.681,2.93,7.89
51.3,0.672,3.65,20.6
47.2,0.874,4.55,12
41.7,0.494,2.58,9.8
40.7,0.962,2.39,8.31
53.3,1.49,5.06,8.26
36.9,4.62,3.83,7.97
43.8,1.19,2.82,8.74
31.1,0.758,1.94,6.64
24.6,0.786,2.06,6.73
85.2,4.27,15.6,17.8
44.7,1.07,5.62,12
29.1,0.687,3.04,8.72
20,0.502,1.99,6.57
15.8,0.41,1.53,5.43
13.2,0.351,1.26,4.72
11.8,0.346,1.11,4.27
10.8,0.311,0.99,3.85
9.91,0.277,0.882,4.9
134,0.75,3.32,18.7
62.9,0.484,1.93,12.6
29.9,0.409,1.39,7.51
19.8,0.306,0.989,5.62
15.4,0.255,0.824,4.68
12.8,0.223,0.733,4.06
11.2,0.208,0.67,3.67
10.4,0.606,0.677,3.73
15.4,2.96,1.12,5.21
15,0.916,1.65,3.87
69.2,3.6,7.42,21.3
71.9,2.01,5.96,12.7
28.3,2.6,2.46,7.9
21.2,1.54,1.96,7.6
47.5,2.75,5.91,25.7
66.4,1.52,4.94,21.1
29.2,0.799,2.29,11.3
20,0.568,1.55,8.38
15.9,0.438,1.19,6.65
13,0.366,0.961,5.44
11.3,0.326,0.84,4.7
10.3,0.302,0.77,4.19
9.41,0.266,0.697,3.73
8.68,0.247,0.65,3.37
8.14,0.23,0.62,3.09
7.64,0.216,0.578,2.82
7.04,0.225,0.547,2.57
6.73,0.225,0.539,2.4
6.47,0.21,0.53,2.26
8.99,0.352,1.44,2.37
8.3,0.256,0.872,2.17
6.63,0.211,0.62,2.01
6.1,0.202,0.55,1.91
5.65,0.18,0.511,1.82
5.3,0.17,0.474,1.6
5.08,0.163,0.45,1.52
4.87,0.157,0.437,1.47
4.77,0.146,0.428,1.43
4.52,0.14,0.404,1.36
4.35,0.148,0.391,1.31
4.23,0.152,0.39,1.28
4.6,0.191,0.423,1.26
4.55,0.139,0.394,1.21
6.8,0.163,0.47,2.66
10.8,0.15,0.548,2.35
7.1,0.131,0.611,1.97
119,1.34,12,10.1
53.1,0.601,4.86,5.52
67.6,2.95,7.18,11.9
29.3,0.709,2.72,5.83
24,1.48,2.06,15.7
173,4.77,19,31.8
75.6,1.48,8.49,14.5
32.8,0.705,3.18,8.52
22,0.469,2.07,6.42
17.3,0.383,1.61,5.26
14.5,0.332,1.32,4.53
12.3,0.291,1.11,3.93
10.6,0.262,0.964,3.47
9.53,0.245,0.872,3.16
9.03,0.289,0.84,3.72
10.8,0.262,0.873,3.75
9.03,0.231,0.756,3.01
7.98,0.214,0.684,2.67
7.39,0.201,0.649,2.47
7.18,0.46,0.666,2.63
17.9,1.27,2.42,5.65
15.1,1.28,1.44,3.52
12.1,2.15,1.69,3.01
13.2,1.03,1.89,2.81
11.4,0.818,1.41,3.62
14.7,0.662,1.24,3.87
30,0.773,1.98,5.79
36,1.53,2.41,5.7
17.9,0.598,1.49,4.12
13,0.395,1.1,3.53
11.1,0.335,0.953,3.22
9.92,0.3,0.851,2.98
9.04,0.275,0.783,2.8
8.41,0.252,0.734,2.63
7.81,0.231,0.675,2.43
7.3,0.218,0.631,2.25
7.02,0.209,0.613,2.17
6.74,0.212,0.58,2.11
7.73,1.01,0.638,7.83
141,3.04,10.1,28.3
54.9,1.07,6.55,10.8
31.9,0.706,4.11,7.54
21.1,0.503,2.3,6.08
16.8,0.503,1.74,5.16
14.8,0.457,1.52,4.55
12.8,0.411,1.29,4.06
11.3,0.36,1.12,3.69
10.9,0.47,1.11,3.63
10.6,0.378,1.05,3.3
10.3,0.349,1.15,3.05
16.4,0.408,1.82,4.75
14.5,0.345,1.3,3.49
11.5,0.341,1.38,3.46
15.7,0.353,2.76,3.54
11.8,0.454,1.55,3.06
14.2,0.62,2.24,3.25
12.3,0.385,1.62,2.83
