"1","2","3","4"
6.594,0.103,0.465,2.559
5.906,0.092,0.406,2.346
5.489,0.088,0.393,2.206
5.174,0.09,0.373,2.137
5.125,0.086,0.387,2.084
5.024,0.079,0.389,2.006
4.915,0.075,0.384,1.935
4.665,0.073,0.341,1.865
4.414,0.067,0.321,1.753
4.846,0.233,0.422,2.257
9.235,0.22,1.199,3.309
12.6,0.152,0.974,3.183
10.95,0.213,1.747,2.936
14.62,0.157,1.357,2.679
8.131,0.11,0.726,2.144
6.6,0.124,0.591,2.082
11.61,0.448,0.704,2.663
17.27,0.84,1.318,2.343
10.63,0.297,0.893,2.082
8.372,0.223,0.627,2.007
7.392,0.175,0.538,2.021
7.107,0.137,0.486,1.929
6.38,0.119,0.451,1.733
5.794,0.111,0.424,1.633
5.255,0.091,0.395,1.527
4.77,0.085,0.354,1.417
4.465,0.082,0.322,1.373
4.304,0.079,0.322,1.33
3.924,0.073,0.296,1.257
3.657,0.065,0.297,1.195
3.507,0.059,0.268,1.154
3.401,0.06,0.279,1.097
3.3,0.057,0.268,1.065
3.236,0.059,0.27,0.95
3.22,0.06,0.275,0.921
3.208,0.058,0.266,0.892
3.133,0.053,0.258,0.888
2.763,0.054,0.258,0.894
2.674,0.056,0.255,0.882
2.624,0.055,0.252,0.854
2.53,0.049,0.234,0.836
2.446,0.049,0.212,0.805
2.524,0.052,0.316,0.975
4.377,0.095,0.612,1.203
3.261,0.079,0.318,0.94
2.743,0.069,0.262,0.871
2.585,0.066,0.253,0.85
2.531,0.068,0.245,0.83
2.841,0.097,0.388,0.884
12.81,0.086,0.314,0.846
6.008,0.074,0.275,0.821
5.429,0.136,0.387,1.126
9.959,0.17,0.551,1.026
10.73,0.252,0.482,1.188
43.26,0.21,1.808,1.366
25.95,0.405,2.487,1.207
17.09,0.22,1.309,2.126
77.52,0.645,3.078,8.82
19.85,0.281,1.25,3.046
18.92,0.885,0.895,4.405
80.17,1.049,4.825,17.41
29.44,0.71,1.444,6.946
19.52,0.393,1.054,4.385
36.63,4.943,3.057,13.58
41.91,1.258,3.063,10.55
20.48,0.606,1.331,6.713
21.21,0.718,1.035,5.685
20.45,1.858,1.67,4.834
62.37,1.313,6.314,5.797
63.13,1.221,4.956,8.437
65.1,1.267,5.387,9.369
62.98,1.225,4.802,9.264
45.58,0.637,3.418,10.35
32.93,0.406,2.227,8.489
23.31,0.392,1.849,6.449
179,4.012,22.01,44.52
99.39,2.534,6.603,29.32
119.1,2.43,8.307,29.66
53.96,1.198,3.251,17.13
31.01,0.628,2.123,10.84
23.94,0.462,1.642,8.944
18.92,0.403,1.329,7.229
15.86,0.378,1.177,6.043
13.64,0.335,1.024,5.08
11.96,0.29,0.9,4.252
10.31,0.252,0.787,3.603
9.177,0.288,0.733,3.406
9.48,0.293,0.724,3.663
8.365,0.261,0.663,3.016
11.3,0.598,1.266,3.131
69.33,2.354,11.64,8.564
73.48,1.942,21.43,10.7
81.02,1.499,11.46,24.34
37.41,0.63,4.598,11.74
20.18,0.429,2.431,7.896
15.08,0.357,1.77,6.189
73.7,3.144,9.891,17.77
139.6,4.206,40.14,19.66
107.6,3.257,18.86,15.96
49.71,1.209,6.607,11.44
27.99,0.758,3.366,8.811
21.04,0.638,2.694,7.436
21.11,0.797,2.569,7.829
41.91,0.677,6.557,13.38
41.9,1.742,8.151,16.29
144.8,2.581,15.21,25.93
43.81,0.934,5.805,15.45
113.5,0.83,20.98,15.9
100.9,2.19,12.95,28.78
77.53,1.192,8.217,24.14
85.58,2.688,11.14,31.79
78.87,4.059,14.19,19.04
74.81,1.89,9.971,16.15
77.41,1.069,11.68,14.69
48.33,0.855,4.886,19.17
29.92,0.664,3.32,11.49
22.98,0.536,2.47,9.051
18.9,0.49,2.007,7.773
16.19,0.43,1.712,6.269
16.04,1.105,1.613,7.58
27.3,0.932,1.977,7.779
21.92,0.745,2.553,7.435
16.37,0.494,1.707,5.488
12.84,0.399,1.31,4.721
11.27,0.353,1.132,4.157
10.22,0.32,1.011,3.765
9.402,0.296,0.921,3.452
8.697,0.273,0.837,3.175
8.1,0.253,0.783,2.935
7.65,0.246,0.756,2.802
7.459,0.237,0.747,2.82
7.753,0.251,0.729,4.534
47.62,2.077,4.817,23.37
88.35,1.135,8.445,19.02
129.5,1.516,13.38,28.87
92.07,0.967,6.927,21.93
77.57,1.046,4.396,25.18
154.8,1.68,16.38,29.5
65.83,1.83,6.14,18.38
36.22,0.815,3.319,12.78
26.04,0.602,2.371,9.843
20.85,0.491,1.911,8.555
17.73,0.427,1.642,7.144
16.74,0.7,2.389,7.645
28.18,0.956,3.872,13.44
157.7,1.553,32.1,39.31
137.1,0.952,19.47,33.12
148.1,1.183,14.77,47.81
89.33,2.62,18.31,27.53
65.46,1.278,10.48,18.62
36.22,0.889,4.846,13.23
32.44,0.928,4.21,11.32
32.41,0.733,3.666,9.666
23.59,0.611,2.653,7.674
19.18,0.492,2.16,6.325
16.81,0.436,1.885,5.48
14.93,0.391,1.631,4.854
24.68,2.515,5.52,5.274
35.71,2.061,6.193,8.173
48.67,1.874,9.195,11.25
26.92,0.94,3.732,7.939
19.55,0.71,2.597,6.952
16.53,0.704,2.098,6.116
20.48,0.658,2.038,9.346
25.85,1.359,7.746,13.27
147.2,4.029,26.91,25.15
93.95,1.632,13.41,17.83
51.2,1.104,7.017,12.89
29.75,0.783,3.893,9.983
23.01,0.653,2.875,8.31
19.1,0.582,2.352,7.012
16.78,0.498,2.014,5.895
14.62,0.448,1.721,5.11
12.84,0.401,1.525,4.477
12.11,0.369,1.351,3.977
11.29,0.346,1.247,3.62
10.53,0.331,1.148,3.324
10.08,0.315,1.09,3.145
15.44,1.92,5.743,4.369
50.2,1.206,5.244,11.18
68.39,1.66,5.14,20.94
38.65,0.845,3.568,11.4
26.2,0.705,2.78,10.07
25.78,0.641,2.56,8.253
18.8,0.512,1.997,6.799
15.97,0.454,1.719,5.725
14.09,0.41,1.516,5.172
37.26,1.165,5.049,7.565
50.69,0.875,5.411,7.443
21.97,0.616,2.661,5.613
19.51,0.642,2.406,5.247
16.32,0.472,1.916,4.532
13.84,0.424,1.621,4.074
13.2,0.421,1.497,3.909
14.61,0.431,1.872,3.915
17.12,0.399,1.882,3.785
14.22,0.358,1.539,3.439
12.27,0.385,1.32,3.398
55.56,1.443,3.41,10.88
44.89,3.271,8.509,9.486
85.8,2.141,12.74,12.01
35,0.786,4.433,8.334
23.85,0.608,2.776,6.928
74.84,0.779,12.46,16.52
106.4,0.646,9.062,21.41
49.8,0.537,5.453,12.7
29.99,0.482,3.334,9.17
23.04,0.458,2.584,7.758
27.96,0.691,4.574,7.683
43.92,1.018,6.81,8.941
28.54,0.641,3.976,7.08
22.22,0.561,3.155,6.056
18.83,0.475,2.472,5.284
16.51,0.484,2.09,4.903
14.91,0.445,1.876,4.461
13.66,0.415,1.712,4.155
15.03,0.613,1.783,4.697
14.01,0.467,1.625,4.013
63.34,1.833,31.26,6.221
81.11,1.48,17.56,9.888
28.1,1.041,5.483,6.745
28.28,1.05,5.518,6.608
144.9,6.492,41.3,26.49
287.8,2.998,40.11,38.57
79.42,1.46,11.27,18.45
52.39,1.163,6.062,14.32
302.1,9.584,43.58,57.13
105.5,1.521,9.846,27.91
74.77,1.165,5.318,24.29
43.56,0.902,3.727,15.24
31.9,0.724,2.868,11.64
25.95,0.628,2.404,9.424
21.89,0.548,2.062,7.878
19,0.483,1.805,6.704
16.74,0.456,1.609,5.839
23.09,0.482,2.526,8.835
75.96,2.529,8.891,18.59
46.96,0.931,4.595,12.83
27.45,1.066,2.998,9.497
25.13,0.959,2.872,9.617
61.56,0.978,3.186,15.38
29.16,0.679,2.281,9.569
22.55,0.597,1.931,9.17
35.09,0.586,2.073,11.17
109.9,2.08,18.09,22.3
111.4,1.091,9.093,17.88
41.9,0.68,3.772,12.14
35.19,0.633,3.398,10.83
35.3,0.575,3.208,9.087
24.48,0.492,2.348,7.485
20.4,0.458,1.988,6.387
18.15,0.44,1.877,6.617
30.54,0.519,2.929,8.335
21.22,0.469,2.08,8.029
46.8,0.464,2.341,16.1
26.68,0.415,1.829,9.541
19.71,0.374,1.52,8.034
38.94,0.456,3.061,11.48
23.03,0.402,1.946,8.189
18.98,0.442,1.725,7.417
16.32,0.375,1.489,6.284
14.58,0.338,1.312,5.557
13.24,0.306,1.195,5.028
12.1,0.288,1.078,4.536
11.39,0.276,1.015,4.966
77.5,0.732,2.969,16.97
126.7,0.652,7.144,27.44
59.85,0.481,3.713,18.07
35.39,0.389,2.488,12.68
111.5,2.885,8.068,22.92
66.26,1.058,4.962,16.65
36.17,0.62,2.75,11.67
26.14,0.482,2.04,9.23
84.76,1.616,7.153,19.39
60.28,0.775,5.221,13.79
112.3,2.025,11.13,30.66
49.36,0.717,3.999,17.01
111.9,0.828,8.732,30.68
46.24,0.576,4.072,15.2
33.63,0.961,5.112,13.14
178.4,2.172,21.63,31.77
139.6,1.79,16.3,29.07
83.61,0.949,8.298,20.02
47.94,0.709,4.972,14.86
42.43,0.628,4.065,13.52
33.48,0.563,3.565,11.66
61.33,4.639,10.94,20.11
61.24,1.889,9.176,17.86
40.75,0.929,4.939,14.02
44.66,0.92,6.299,13.44
105.1,1.204,12.8,23.53
77.46,0.847,6.999,18.74
63.02,1.116,8.894,15.7
50.96,0.886,5.407,13.05
46.62,0.979,4.106,12.93
35.76,1.106,3.451,13.18
57.77,1.142,4.354,24.73
39.17,0.829,3.463,13.74
35.73,0.802,2.993,20.66
263.6,3.304,22.98,135.1
127.6,1.54,9.566,42.17
51.31,0.864,4.269,22.1
50.29,1.096,7.841,20.51
70.16,1.05,7.414,19.9
126.6,1.523,14.27,31.96
67.25,1.105,6.506,19.93
37.49,0.763,3.688,14.15
27.47,0.591,2.671,10.76
82.9,4.006,8.477,25.8
92.01,1.414,8.716,26.61
79.84,0.982,7.535,20.71
75.26,1.493,8.002,23.63
156,1.226,12.53,30.13
149.1,1.517,29.89,37.16
141,1.252,16.14,26.8
50.57,0.728,5.259,16.82
38.22,0.636,3.815,13.47
28.64,0.538,2.929,10.39
24.11,0.473,2.409,8.693
19.95,0.421,1.958,7.444
36.77,0.402,2.008,10.4
31.39,0.426,2.521,7.28
21.5,0.363,1.827,5.945
18.99,2.633,1.63,5.527
16.93,0.976,1.549,5.142
14.96,0.611,1.348,4.541
14.98,0.54,1.27,4.418
19.86,1.001,1.821,4.836
37.71,1.832,5.459,5.69
33.24,0.812,3.992,6.884
19.58,0.57,2.165,5.023
25.37,0.733,3.923,5.387
179,2.593,45.57,19.9
165.3,1.9,19.66,23.12
90.92,1.408,10.76,19.64
48.34,0.9,5.28,13.42
32.15,0.64,3.409,10.33
24.21,0.47,2.49,8.211
19.75,0.411,2.046,6.825
17.04,0.369,1.719,5.796
15.11,0.336,1.486,5.116
13.51,0.31,1.314,4.524
12.49,0.294,1.228,4.093
12.69,0.346,1.426,4.073
14.28,0.332,1.593,3.797
12.55,0.292,1.365,3.359
10.89,0.257,1.132,3.154
10.38,0.252,1.097,2.964
10.96,0.258,1.293,2.769
8.99,0.222,0.989,2.583
8.664,0.23,0.932,2.588
8.216,0.213,0.845,2.512
8.485,0.199,0.8,3.073
8.282,0.183,0.754,2.539
7.553,0.175,0.712,2.369
7.199,0.165,0.669,2.256
6.758,0.153,0.617,2.081
6.238,0.143,0.573,1.973
5.915,0.138,0.558,1.882
5.692,0.135,0.554,1.912
5.502,0.13,0.524,1.778
5.278,0.125,0.506,1.694
5.639,0.159,0.548,1.959
7.222,0.153,0.728,2.245
7.437,0.13,0.67,2.08
6.06,0.122,0.541,1.807
5.476,0.122,0.514,1.753
5.449,0.122,0.518,1.729
5.249,0.115,0.472,1.653
5.259,0.117,0.418,1.635
5.593,0.11,0.406,1.545
5.682,0.101,0.377,1.412
4.63,0.091,0.338,1.32
4.073,0.086,0.312,1.254
10.51,0.226,1.826,1.617
33,0.12,4.719,1.464
14.37,0.104,0.939,1.34
7.589,0.094,0.578,1.249
5.877,0.09,0.46,1.205
5.078,0.087,0.403,1.156
4.515,0.084,0.375,1.107
4.108,0.075,0.343,1.066
3.973,0.106,0.359,1.108
4.248,0.104,0.386,1.093
4.023,0.091,0.354,1.073
3.865,0.086,0.345,1.074
3.588,0.081,0.319,1.046
3.475,0.088,0.312,1.005
3.379,0.095,0.307,0.985
3.307,0.08,0.302,0.993
3.25,0.08,0.296,0.964
3.214,0.08,0.296,0.981
3.163,0.077,0.28,1.019
3.098,0.071,0.264,1.017
3.136,0.077,0.26,1.052
3.187,0.071,0.272,1.031
3.219,0.07,0.299,1.013
3.107,0.065,0.259,0.892
2.886,0.06,0.244,0.85
2.751,0.053,0.23,0.813
2.585,0.049,0.219,0.797
2.269,0.044,0.207,0.76
2.191,0.043,0.206,0.731
2.117,0.043,0.198,0.707
2.064,0.044,0.192,0.695
2.062,0.045,0.19,0.679
2.045,0.046,0.197,0.682
2.012,0.046,0.198,0.696
5.346,0.248,0.813,1.058
13.93,0.501,2.198,1.154
26.33,0.988,2.365,1.557
13.05,0.216,1.08,1.345
27.05,1.301,5.903,1.58
24.48,0.707,3.463,1.739
9.508,0.274,1.229,1.252
6.364,0.165,0.766,1.11
4.791,0.118,0.557,1.009
3.601,0.095,0.459,0.907
3.257,0.086,0.398,0.836
2.905,0.099,0.382,0.842
3.601,0.236,0.759,0.832
3.319,0.121,0.55,0.788
3.116,0.111,0.45,0.791
2.932,0.098,0.406,0.771
2.629,0.086,0.359,0.738
2.265,0.079,0.322,0.695
2.074,0.078,0.3,0.647
1.984,0.079,0.295,0.698
2.04,0.073,0.277,0.608
2.144,0.071,0.263,0.62
2.106,0.069,0.248,0.624
1.945,0.066,0.235,0.67
2.011,0.065,0.228,0.601
1.986,0.06,0.216,0.602
1.948,0.059,0.202,0.575
1.918,0.059,0.193,0.559
1.903,0.057,0.192,0.569
1.869,0.052,0.19,0.565
1.566,0.052,0.191,0.526
1.508,0.043,0.187,0.532
1.69,0.047,0.21,0.548
1.966,0.083,0.23,1.177
4.301,0.116,0.671,1.019
3.444,0.076,0.446,0.849
2.572,0.062,0.326,0.775
2.335,0.055,0.281,0.729
2.262,0.071,0.269,0.684
2.086,0.052,0.246,0.655
1.966,0.049,0.225,0.633
1.999,0.046,0.214,0.639
2.164,0.044,0.206,0.609
1.838,0.043,0.19,0.596
16.32,0.371,0.708,5.794
16.57,0.19,0.833,2.837
20.89,0.389,1.442,7.758
12,0.137,0.754,2.905
28.92,0.179,0.642,4.605
34.92,0.188,0.833,9.918
30.23,0.137,1.082,7.545
20.07,0.162,0.728,4.425
13.27,0.12,0.67,3.634
10.29,0.091,0.541,2.787
7.562,0.079,0.398,2.265
6.968,0.086,0.36,6.648
12.7,0.083,0.351,4.92
7.936,0.071,0.34,3.355
6.69,0.069,0.332,2.628
5.635,0.081,0.31,2.374
6.457,0.118,0.843,2.328
7.682,0.149,1.088,2.459
7.932,0.109,0.817,2.073
5.879,0.087,0.544,1.751
7.942,0.221,0.638,2.299
41.06,1.045,1.56,23.06
28.34,0.473,1.285,10.41
13.25,0.24,0.709,6.152
10.53,0.167,0.593,4.472
8.165,0.133,0.474,3.585
7.005,0.14,0.412,3.108
6.277,0.128,0.393,2.752
5.548,0.111,0.326,2.42
4.97,0.105,0.304,2.222
4.576,0.098,0.292,2.065
4.1,0.088,0.269,1.907
3.603,0.083,0.261,1.765
3.431,0.083,0.246,1.686
3.346,0.083,0.239,1.614
3.414,0.086,0.244,1.562
3.275,0.084,0.239,1.526
3.452,0.097,0.27,2.205
10.26,0.086,0.343,2.533
6.028,0.081,0.286,1.928
4.724,0.08,0.274,1.81
6.585,0.081,0.277,1.731
5.914,0.069,0.261,1.595
4.532,0.068,0.241,1.549
3.739,0.077,0.25,1.665
4.343,0.072,0.268,1.58
3.986,0.066,0.284,1.507
3.594,0.064,0.269,1.477
3.503,0.078,0.296,1.485
3.54,0.075,0.336,1.4
3.311,0.063,0.314,1.318
3.026,0.06,0.279,1.274
2.826,0.059,0.247,1.223
2.715,0.06,0.235,1.21
2.617,0.057,0.228,1.173
2.535,0.058,0.224,1.142
2.463,0.057,0.218,1.143
2.482,0.065,0.22,1.241
4.562,0.205,0.312,1.478
6.287,0.31,0.581,1.678
7.13,0.186,0.733,1.584
4.991,0.126,0.472,1.41
3.754,0.105,0.346,1.314
3.41,0.107,0.319,1.254
3.469,0.162,0.325,1.266
8.936,0.333,0.84,1.543
15.85,0.283,1.788,1.908
43.81,0.545,1.769,8.88
121,2.745,7.271,18.43
37.97,0.811,1.813,10.64
20.25,0.439,1.009,6.187
29.15,0.769,2.118,6.683
155.2,2.777,15.12,25.4
95.77,1.596,9.725,19.67
68.14,1.087,3.725,27.62
49.99,0.726,2.273,21.31
77.25,0.747,2.722,28.35
98.29,2.046,5.422,25.54
58.14,1.353,3.604,17.12
58.11,1.274,5.235,15.47
60.72,1.517,8.222,15.17
121.5,2.6,21.17,21.35
101,1.434,10.39,20.53
53.92,1.155,4.976,20.32
79.93,1.439,5.315,21.56
66.71,1.277,5.086,21.31
76.08,2.088,5.904,28.1
108.9,3.177,14.33,28.28
65.85,1.773,8.403,18.83
35.66,1.153,3.88,13.61
33,1.215,3.401,12.24
46.25,1.458,6.333,11.3
49.39,1.32,6.5,13.21
238.9,2.916,36.56,76.67
125.2,1.443,12.1,40.37
61.67,1.114,6.188,21.97
38.45,0.798,3.88,15.18
28.92,0.68,2.893,11.59
23.28,0.569,2.262,9.159
19.1,0.46,1.846,7.455
16.46,0.404,1.57,6.211
14.93,0.381,1.499,5.716
13.56,0.342,1.362,4.855
12.11,0.31,1.172,4.287
10.95,0.282,1.036,3.76
9.948,0.255,0.93,3.353
9.22,0.241,0.857,3.094
8.738,0.23,0.818,2.902
8.2,0.214,0.756,2.651
7.638,0.208,0.716,2.506
7.479,0.2,0.67,2.359
7.009,0.189,0.638,2.259
6.718,0.18,0.629,2.183
6.369,0.173,0.578,2.07
6.143,0.165,0.565,1.984
5.973,0.158,0.54,1.899
5.547,0.152,0.534,1.841
5.13,0.149,0.526,1.742
5.593,0.15,0.525,1.773
5.59,0.149,0.525,1.765
5.399,0.14,0.488,1.717
5.149,0.134,0.48,1.649
4.899,0.128,0.451,1.587
4.75,0.125,0.443,1.583
4.697,0.125,0.463,1.552
4.865,0.158,0.494,1.538
4.998,0.161,0.499,1.549
5.291,1.095,0.514,1.572
5.491,0.442,0.542,1.578
26.12,1.34,6.56,3.762
91.62,1.549,17.37,12.02
42.96,0.704,5.332,6.441
19.6,0.515,2.735,4.067
89.6,4.354,20.62,15.65
126.1,1.96,14.08,20.26
52.88,1.311,5.886,12.07
52.3,1.537,5.477,14.84
105.5,2.525,18.93,23.7
78.83,1.512,8.624,21.09
49.02,1.134,5.014,13.75
30.52,0.788,3.323,10.27
23.34,0.62,2.577,8.19
19.4,0.498,2.125,6.807
16.47,0.442,1.757,5.692
14.37,0.395,1.521,4.92
15.58,0.774,2.458,5.55
38.18,1.338,7.092,6.77
34.32,0.961,4.572,6.393
21.64,0.683,2.802,5.348
22.62,0.599,2.481,7.385
56.02,1.319,6.4,11.89
76.74,1.664,7.719,19.31
59.1,1.209,5.539,15.95
42.65,0.85,3.95,13.11
121.5,1.516,16.28,22.61
190.2,1.491,16.6,32.07
91.43,1.434,8.171,19.95
49.8,0.959,4.632,13.61
85.3,3.569,13.57,24.42
135,1.542,11.59,35.29
142.7,1.448,13.74,30.4
71.18,0.975,6.297,18.43
43.03,0.752,3.992,14.48
132.6,0.993,12.94,28.48
53.94,1.079,4.926,15.41
61.2,1.134,5.881,29.27
78.85,1.249,10.76,29.78
192.4,1.954,30.45,47.39
76.35,1.434,12.44,23.65
230.8,1.989,43.26,66.78
82.64,1.302,9.984,28.77
73.46,2.103,9.837,22.43
72.8,1.866,10.97,19.19
189.6,2.331,25.67,31.26
115.4,2.464,19.77,27.08
96.11,1.602,12.58,21.14
76.31,1.069,6.748,17.91
58.15,0.908,5.95,14.57
46.36,0.82,4.561,12.54
247.2,0.843,24.04,63.08
91.2,0.678,6.904,27.42
55.59,0.991,6.976,20.7
154.7,3.304,23.85,30.85
95.7,1.741,11.96,24.35
60.22,1.217,7.279,17.12
55.76,1.242,7.342,18.9
82.14,1.876,13.73,22.38
82.59,1.43,11.77,21.08
123.5,1.503,17,31.76
91.79,1.52,9.252,24.18
58.06,1.575,6.542,17.88
40.38,0.887,4.623,14.04
140.7,2.708,13.18,29.93
69.28,1.192,6.217,20.97
492.9,6.121,85.52,111.9
246.9,1.611,18.91,49.47
96.51,1.113,8.984,27.25
57.67,0.823,5.125,18.16
42.79,0.743,3.963,14.94
147.7,0.748,8.107,49.57
138.4,1.368,21.99,36.29
174.7,1.155,19.32,39.15
103.1,0.82,10.11,35.43
80.47,1.538,7.949,25.64
58.46,0.926,6.74,19.47
47.04,0.703,7.069,15.46
58.51,0.61,6.465,17.54
99.23,0.798,9.098,19.32
64.75,0.713,6.481,13.99
39.98,0.532,4.08,11.18
34.4,0.46,3.073,10.51
29.51,0.413,2.594,10.54
39.88,0.828,3.838,12.53
69.59,0.838,6.099,14.5
35.75,0.527,2.974,10.76
26.6,0.434,2.264,8.562
39.16,0.892,5.361,10.38
28.57,0.537,2.868,7.972
22.31,0.426,2.059,7.865
24.75,0.367,1.681,7.828
18.93,0.322,1.391,6.162
15.96,0.292,1.262,5.507
15.88,0.268,1.19,5.334
13.66,0.253,1.044,4.578
16.67,0.236,1.447,5.937
13.73,0.215,1.074,4.37
12.16,0.213,0.977,4.353
15.15,0.213,1.323,4.91
15.53,0.193,1.562,4.161
12.56,0.181,1.081,3.544
11.06,0.196,0.973,3.412
10.82,0.188,0.933,3.257
9.987,0.198,0.934,2.97
9.617,0.184,0.909,2.807
8.938,0.172,0.815,2.632
8.308,0.167,0.731,2.512
8.476,0.201,0.832,2.671
9.099,0.178,0.85,2.849
8.703,0.156,0.769,2.5
8.6,0.163,0.74,3.484
15.52,0.16,0.705,6.084
10.52,0.141,0.629,3.589
8.275,0.13,0.579,2.891
7.523,0.136,0.567,2.645
7.837,0.163,0.652,2.874
8.651,0.14,0.667,2.579
8.398,0.132,0.78,2.494
8.708,0.125,0.75,2.602
10.83,0.151,0.857,4.116
18.66,0.154,1.527,4.031
17.65,0.167,1.486,4.306
25.04,0.219,1.817,5.343
28.44,0.439,1.534,7.654
45.02,0.827,3.46,9.939
23.14,0.4,1.876,6.759
16.99,0.276,1.347,5.376
13.48,0.209,1.057,4.58
11.3,0.168,0.868,3.928
9.775,0.148,0.743,3.455
8.761,0.138,0.66,3.179
26.19,0.317,2.809,3.973
15.53,0.204,1.443,3.151
10.83,0.176,1.033,2.858
9.495,0.168,0.843,2.742
8.697,0.151,0.751,2.529
7.73,0.136,0.653,2.332
6.895,0.12,0.557,2.158
6.273,0.098,0.5,2.047
5.906,0.093,0.466,1.967
5.547,0.092,0.439,1.869
5.288,0.089,0.448,1.796
5.571,0.109,0.565,1.893
7.011,0.205,0.617,2.303
8.444,0.155,0.82,2.745
23.31,0.154,1.781,5.908
18.65,0.142,1.468,3.753
11.79,0.12,0.93,2.796
9.097,0.109,0.704,2.423
7.817,0.132,0.614,2.454
15.3,0.249,1.233,8.883
52.19,0.174,1.269,12.26
26.44,0.138,0.827,7.352
16.66,0.117,0.681,5.399
12.62,0.11,0.578,4.324
10.43,0.108,0.523,3.674
9.162,0.095,0.456,3.191
8.096,0.082,0.429,2.861
7.299,0.076,0.403,2.638
6.66,0.069,0.38,2.413
6.103,0.063,0.361,2.271
5.733,0.063,0.344,2.11
5.395,0.063,0.336,2.013
5.19,0.063,0.328,1.888
4.973,0.073,0.331,1.846
4.933,0.08,0.332,1.866
4.716,0.06,0.304,1.738
4.488,0.077,0.297,1.713
4.523,0.103,0.317,1.664
4.36,0.074,0.301,1.577
4.137,0.067,0.29,1.584
4.405,0.081,0.305,2.009
6.106,0.101,0.369,4.78
9.021,0.086,0.439,3.391
18.62,0.592,2.075,3.931
11.27,0.212,0.862,2.736
7.552,0.14,0.636,2.309
6.221,0.123,0.538,2.255
5.428,0.107,0.45,2.002
4.807,0.092,0.385,1.845
4.447,0.083,0.358,1.754
3.799,0.075,0.333,1.728
3.503,0.07,0.319,2.096
3.368,0.066,0.302,1.544
3.292,0.077,0.295,1.593
3.455,0.08,0.291,1.799
3.975,0.091,0.306,2.333
5.007,0.161,0.357,3.077
5.131,0.139,0.5,2.434
4.209,0.095,0.437,1.933
5.49,0.117,0.617,4.378
10.04,0.117,0.731,3.395
5.743,0.197,0.487,2.578
4.898,0.16,0.527,2.551
5.719,0.128,0.71,2.356
4.701,0.116,0.476,2.202
15.4,0.371,2.426,10.07
27.24,0.609,2.823,9.561
18.77,0.313,1.332,8.445
11.97,0.192,0.817,5.734
89.4,3.654,10.09,28.13
96.94,1.641,6.539,24.29
26.99,0.538,1.971,12.41
53.6,1.602,6.922,13.62
57.65,0.709,5.091,11.17
25.63,0.433,2.035,9.513
17.86,0.349,1.494,6.953
14.08,0.281,1.197,5.954
12.47,0.231,0.982,4.95
10.1,0.194,0.764,4.166
8.537,0.166,0.652,3.583
8.545,0.192,0.688,4.543
10.8,0.17,0.636,3.923
7.654,0.142,0.525,3.097
6.148,0.123,0.464,2.74
5.639,0.114,0.422,2.482
5.112,0.106,0.405,2.262
4.858,0.098,0.376,2.102
4.548,0.09,0.354,1.988
4.236,0.085,0.34,1.886
4.076,0.08,0.328,1.825
3.695,0.075,0.306,1.692
3.572,0.072,0.298,1.633
3.534,0.088,0.307,1.65
3.63,0.083,0.307,1.645
3.508,0.078,0.285,1.68
3.754,0.077,0.287,2.328
3.747,0.068,0.265,1.764
3.2,0.062,0.262,1.573
3.055,0.056,0.257,1.484
2.904,0.052,0.235,1.399
2.792,0.051,0.228,1.356
2.831,0.051,0.247,1.34
2.534,0.05,0.261,1.285
2.783,0.051,0.276,1.297
2.695,0.054,0.266,1.185
2.795,0.061,0.298,1.187
2.623,0.058,0.286,1.191
2.374,0.063,0.234,1.144
2.35,0.056,0.223,1.179
2.365,0.062,0.227,1.242
2.615,0.064,0.263,1.188
2.747,0.115,0.289,1.942
7.704,0.143,1.316,4.734
7.277,0.096,0.669,4.559
7.171,0.078,0.52,3.222
18.05,0.398,2.158,4.882
11.21,0.173,1.03,3.037
6.275,0.113,0.579,2.337
5.045,0.121,0.487,2.063
4.355,0.101,0.428,1.942
6.591,0.274,3.245,1.826
5.968,0.232,1.215,1.662
3.915,0.133,0.551,1.586
3.048,0.106,0.419,1.532
2.893,0.098,0.383,1.552
2.957,0.103,0.394,1.793
3.402,0.107,0.392,1.817
10.22,0.181,1.025,3.899
11.24,0.139,1.81,2.714
6.323,0.11,0.82,2.148
6.097,0.203,0.687,2.059
5.571,0.186,0.549,1.807
4.64,0.163,0.481,2.237
15.49,0.735,1.733,4.094
16.45,0.469,1.797,3.637
8.194,0.223,0.856,2.44
6.038,0.154,0.576,2.044
4.66,0.124,0.473,1.827
3.884,0.109,0.408,1.681
3.453,0.096,0.376,1.589
3.226,0.089,0.35,1.528
3.235,0.081,0.328,1.421
3.117,0.074,0.297,1.371
3.042,0.074,0.286,1.379
3.245,0.095,0.308,1.422
18.57,1.201,2.454,3.157
52.45,0.855,4.684,5.592
45.38,1.273,5.502,6.876
29.63,0.964,2.764,5.138
13.92,0.462,1.511,3.525
10.55,0.353,1.099,2.896
8.539,0.322,0.835,2.615
8.364,0.271,0.73,2.429
7.107,0.205,0.623,2.104
5.958,0.173,0.516,1.939
5.479,0.157,0.477,1.912
6.199,0.18,0.509,2.027
19.61,0.513,3.061,2.72
11.73,0.287,1.322,2.188
8.312,0.266,0.953,13.86
70.3,1.15,4.65,21.62
51.15,1.567,3.003,18.59
218.7,3.589,17.45,43.05
219.8,1.693,21.41,48.67
